Harga
12250.0
12130.0
12060.0
12150.0
12250.0
12180.0
12170.0
12270.0
12310.0
12290.0
12310.0
12340.0
12270.0
12410.0
12360.0
12340.0
12380.0
12390.0
12410.0
12370.0
12420.0
12410.0
12410.0
12360.0
12440.0
12440.0
12350.0
12380.0
12470.0
12470.0
12500.0
12510.0
12660.0
12640.0
12740.0
12590.0
12820.0
12820.0
12790.0
12900.0
12750.0
12810.0
12740.0
12810.0
12710.0
12790.0
12760.0
12800.0
12820.0
12780.0
12700.0
12690.0
12790.0
12660.0
12570.0
12640.0
12530.0
12540.0
12560.0
12500.0
12570.0
12560.0
12580.0
12460.0
12500.0
12510.0
12450.0
12520.0
12490.0
12510.0
12480.0
12550.0
12620.0
12620.0
12610.0
12760.0
12650.0
12630.0
12800.0
12750.0
12730.0
12750.0
12820.0
12740.0
12630.0
12780.0
12720.0
12780.0
12850.0
12840.0
12870.0
12740.0
12770.0
12790.0
12790.0
12710.0
12690.0
12780.0
12690.0
12720.0
12750.0
12690.0
12790.0
12720.0
12700.0
12720.0
12670.0
12710.0
12820.0
12830.0
12790.0
12770.0
12740.0
12680.0
12730.0
12710.0
12680.0
12700.0
12720.0
12700.0
12680.0
12720.0
12750.0
12660.0
12690.0
12620.0
12660.0
12700.0
12670.0
12700.0
12660.0
12620.0
12610.0
12650.0
12710.0
12590.0
12620.0
12680.0
12650.0
12540.0
12640.0
12580.0
12650.0
12650.0
12650.0
12590.0
12680.0
12640.0
12630.0
12710.0
12700.0
12640.0
12730.0
12640.0
12750.0
12680.0
12710.0
12720.0
12720.0
12710.0
12700.0
12700.0
12720.0
12710.0
12760.0
12730.0
12630.0
12680.0
12720.0
12650.0
12650.0
12670.0
12680.0
12660.0
12680.0
12690.0
12730.0
12620.0
12610.0
12680.0
12680.0
12760.0
12640.0
12670.0
12720.0
12740.0
12660.0
12660.0
12700.0
12680.0
12610.0
12640.0
12660.0
12670.0
12710.0
12740.0
12660.0
12700.0
12690.0
12740.0
12730.0
12720.0
12710.0
12720.0
12700.0
12710.0
12730.0
12750.0
12710.0
12820.0
12740.0
12660.0
12690.0
12730.0
12710.0
12730.0
12730.0
12730.0
12750.0
12720.0
12740.0
12760.0
12660.0
12740.0
12690.0
12760.0
12740.0
12790.0
12830.0
12850.0
12840.0
12710.0
12820.0
12760.0
12880.0
12950.0
12960.0
13020.0
13040.0
13070.0
13200.0
13280.0
13360.0
13410.0
13470.0
13510.0
13540.0
13590.0
13680.0
13600.0
13690.0
13690.0
13690.0
13710.0
13710.0
13740.0
13740.0
13750.0
13850.0
13810.0
13810.0
13770.0
13860.0
13920.0
13900.0
13900.0
13940.0
13960.0
13930.0
13960.0
14020.0
14040.0
14060.0
14020.0
14010.0
14050.0
14050.0
14010.0
14010.0
14010.0
14010.0
14070.0
14030.0
14050.0
14040.0
14010.0
14100.0
14080.0
14070.0
14080.0
14090.0
14060.0
14010.0
14050.0
14040.0
14010.0
13990.0
14030.0
14010.0
14020.0
14040.0
13990.0
14060.0
14010.0
14060.0
14030.0
13990.0
14070.0
13950.0
14030.0
14020.0
14060.0
14100.0
14110.0
14050.0
14080.0
14020.0
13990.0
14030.0
14070.0
14040.0
14020.0
14040.0
14100.0
14040.0
14010.0
14020.0
14060.0
14060.0
14020.0
14050.0
14020.0
14090.0
14040.0
14070.0
14070.0
14050.0
14100.0
14080.0
14070.0
14050.0
14070.0
14040.0
14010.0
14020.0
14060.0
14030.0
14010.0
14050.0
14010.0
14010.0
14030.0
14080.0
14040.0
14050.0
14110.0
14010.0
14090.0
14060.0
14040.0
14030.0
14010.0
14030.0
14050.0
14040.0
14040.0
14010.0
14050.0
14030.0
14050.0
14010.0
14110.0
14010.0
14050.0
14070.0
13980.0
14080.0
14060.0
14090.0
14050.0
14090.0
14110.0
14110.0
14100.0
14080.0
14130.0
14140.0
14150.0
14190.0
14160.0
14200.0
14200.0
14200.0
14290.0
14320.0
14400.0
14400.0
14440.0
14410.0
14480.0
14650.0
14680.0
14840.0
14800.0
15060.0
14970.0
14970.0
15150.0
15250.0
15300.0
15290.0
15430.0
15480.0
15480.0
15570.0
15600.0
15650.0
15750.0
15740.0
15670.0
15710.0
15660.0
15750.0
15800.0
15850.0
15760.0
