Harga
11720.0
11720.0
11660.0
11840.0
11790.0
12040.0
11890.0
11960.0
11720.0
11980.0
11840.0
11980.0
11970.0
11970.0
11970.0
11970.0
11970.0
11970.0
11970.0
11970.0
12050.0
11970.0
11840.0
11970.0
11970.0
11970.0
12040.0
11970.0
11970.0
11970.0
11970.0
11980.0
11970.0
11960.0
12020.0
12020.0
12210.0
12150.0
12210.0
12280.0
12030.0
12210.0
12220.0
12280.0
12410.0
12350.0
12350.0
12360.0
12390.0
12390.0
12280.0
12320.0
12360.0
12250.0
12430.0
12240.0
12190.0
12190.0
12190.0
12190.0
12390.0
12310.0
12080.0
12460.0
12460.0
12390.0
12390.0
12460.0
12390.0
12390.0
12460.0
12520.0
12070.0
12220.0
12220.0
12530.0
12530.0
12530.0
12530.0
12410.0
12350.0
12350.0
12410.0
12270.0
12270.0
12270.0
12270.0
12220.0
12270.0
12350.0
12410.0
12410.0
12410.0
12350.0
12410.0
12390.0
12220.0
12340.0
12340.0
12340.0
12340.0
12660.0
12660.0
12830.0
12590.0
12520.0
12450.0
12560.0
12560.0
12380.0
12450.0
12390.0
12450.0
12300.0
12450.0
12450.0
12510.0
12450.0
12310.0
12310.0
12310.0
12310.0
12310.0
12310.0
12630.0
12630.0
12700.0
12630.0
12630.0
12570.0
12630.0
12690.0
12630.0
12630.0
12690.0
12690.0
12750.0
12630.0
12690.0
12700.0
12630.0
12630.0
12770.0
12630.0
12640.0
12700.0
12700.0
12700.0
12830.0
12830.0
12690.0
12770.0
12830.0
12710.0
12770.0
12770.0
12770.0
12770.0
12830.0
12770.0
12770.0
12770.0
12770.0
12640.0
12640.0
12770.0
12710.0
12770.0
12770.0
12770.0
12890.0
12500.0
12450.0
12450.0
12380.0
12320.0
12700.0
12890.0
12830.0
12700.0
12700.0
12830.0
12950.0
12830.0
12890.0
12830.0
12760.0
12830.0
12830.0
12830.0
12830.0
12830.0
12830.0
12830.0
12830.0
12830.0
12760.0
13010.0
12890.0
12880.0
12890.0
12890.0
12890.0
12890.0
12890.0
12950.0
12890.0
12890.0
12890.0
12890.0
12890.0
12890.0
13010.0
12950.0
12960.0
12960.0
12960.0
12960.0
13020.0
12900.0
12620.0
12960.0
12960.0
12960.0
12830.0
12960.0
12780.0
12710.0
12710.0
12710.0
12710.0
12710.0
12710.0
12770.0
12840.0
12840.0
12840.0
12820.0
12820.0
12900.0
12970.0
13200.0
13120.0
13000.0
13000.0
13000.0
13330.0
13390.0
13450.0
13450.0
13330.0
13390.0
13390.0
13460.0
13520.0
13650.0
13650.0
13710.0
13890.0
13960.0
14200.0
13370.0
13670.0
13770.0
13660.0
13960.0
14030.0
13910.0
13910.0
14030.0
13910.0
13840.0
13840.0
13780.0
13840.0
13840.0
13840.0
13780.0
13840.0
13890.0
13840.0
13840.0
13910.0
13970.0
13910.0
13840.0
13960.0
14030.0
14150.0
14150.0
14090.0
14030.0
14150.0
13920.0
13920.0
14040.0
14040.0
14040.0
13910.0
13920.0
14180.0
14120.0
14120.0
14120.0
14210.0
13990.0
14120.0
14060.0
14120.0
14120.0
14120.0
14180.0
14120.0
14120.0
14120.0
13960.0
14160.0
14220.0
14160.0
14160.0
14160.0
14220.0
14220.0
14220.0
14220.0
14220.0
14220.0
14220.0
14340.0
14250.0
14250.0
14220.0
14340.0
14340.0
14180.0
14340.0
14340.0
14340.0
14340.0
14340.0
14280.0
14340.0
14340.0
14340.0
14460.0
14340.0
14460.0
14450.0
14450.0
14390.0
14330.0
14450.0
14450.0
14450.0
14450.0
14450.0
14390.0
14390.0
14390.0
14330.0
14330.0
14410.0
14330.0
14330.0
14330.0
14310.0
14520.0
14450.0
14330.0
14450.0
14390.0
14330.0
14380.0
14450.0
14450.0
14600.0
14380.0
14390.0
14390.0
14520.0
14430.0
14400.0
14780.0
14680.0
14530.0
14380.0
14650.0
14670.0
14710.0
14670.0
14670.0
14730.0
14640.0
14770.0
14950.0
14920.0
14770.0
14920.0
14750.0
15040.0
14740.0
15250.0
15280.0
15220.0
15260.0
15140.0
15240.0
15330.0
15530.0
15940.0
16290.0
16170.0
16100.0
16140.0
16270.0
16380.0
16160.0
16450.0
16130.0
16350.0
16490.0
16320.0
16560.0
16360.0
16710.0
16690.0
